trip_duration,distance_traveled,num_of_passengers,fare,tip,miscellaneous_fees,total_fare,surge_applied
420,0.92,2,0,0,6,0,0
453,2.49,1,0,17,26.2,0,1
853,5.79,1,0,0,26.625,0,1
561,4.22,1,0,16,6.2,0,0
702,1.69,1,0,8,5.5,0,0
387,1.82,1,0,11,5.95,0,0
1010,3.88,1,0,24,26.7,0,1
599,2.96,1,0,38,9.25,0,0
826,3.65,1,0,0,26.625,0,1
426,2.04,1,0,16,26.45,0,1
1069,2.29,1,0,0,6,0,0
2435,7.55,1,0,0,13.5,0,0
109,0.34,5,0,59,6.4,0,0
689,1.96,1,0,0,9.75,0,0
909,8.67,2,0,8,33.625,0,1
224,9.17,2,0,90,2.7,0,0
943,3.69,1,0,0,6,0,0
1865,9.37,1,0,43,26.45,0,1
484,3.54,1,0,20,29.95,0,1
256,1.45,1,0,9,6.45,0,0
952,4.1,1,0,23,26.95,0,1
635,1.66,1,0,18,13.875,0,0
1435,6.55,2,0,26,6.25,0,0
609,2.37,1,0,0,13.5,0,0
3238,28.08,1,0,81,6.45,0,0
1233,4.1,1,0,30,13.125,0,0
652,1.79,1,0,16,5.6,0,0
3396,10.69,1,0,22,27.125,0,1
982,3.62,1,0,8,5.5,0,0
771,3.12,1,0,0,6,0,0
465,1.98,1,0,16,26.45,0,1
1040,8.11,5,0,9,6,0,0
549,2.77,1,0,0,2.25,0,0
1054,4.18,1,0,10,6.35,0,0
1079,2.41,1,0,0,6,0,0
522,2.54,1,0,8,26.125,0,1
1798,13.28,1,0,0,75.75,0,1
249,1.13,1,0,9,5.7,0,0
2895,8.26,1,0,49,26.45,0,1
408,2.7,1,0,9,9.75,0,0
378,1.87,1,0,24,6,0,0
342,2.06,1,0,14,5.65,0,0
977,7.15,1,0,0,9.75,0,0
549,2.16,1,0,0,13.5,0,0
1300,15.06,1,0,0,58.875,0,0
222,1.09,1,0,0,6,0,0
260,1.16,1,0,0,6,0,0
1339,5.47,1,0,29,26.875,0,1
170,0.68,5,0,8,9.7,0,0
987,3.72,2,0,0,6,0,0
1774,12.78,1,0,47,26.95,0,1
1591,15.39,2,0,0,2.25,0,0
485,1.51,2,0,9,13.5,0,0
527,3.01,1,0,15,9.45,0,0
460,1.79,1,0,15,5.625,0,0
250,0.51,1,0,0,6,0,0
650,6.26,1,0,29,9.4,0,0
340,1.93,1,0,0,6,0,0
398,1.48,1,0,12,13.95,0,0
966,10.38,2,0,11,26.5,0,1
861,4.54,1,0,0,26.625,0,1
928,4.6,1,0,0,6,0,0
267,1.21,1,0,9,5.7,0,0
383,2.7,1,0,13,9.95,0,0
177,0.84,1,0,0,6,0,0
460,3.03,1,0,0,9.75,0,0
821,5.2,1,0,0,30.375,0,1
782,2.85,3,0,17,9.7,0,0
348,1.43,1,0,8,13,0,0
684,3.04,2,0,21,9.9,0,0
395,1.77,0,0,0,6,0,0
1066,7.89,1,0,38,62.125,0,0
813,2.38,1,0,0,6,0,0
136,0.19,1,0,0,6,0,0
412,1.45,1,0,12,9.45,0,0
1412,14.97,1,0,22,27.125,0,1
876,4.81,1,0,0,9.75,0,0
634,3.98,1,0,0,6,0,0
890,3.15,1,0,11,26.575,0,1
283,0.79,1,0,0,6,0,0
519,2.22,1,0,12,6.45,0,0
561,2.91,1,0,0,6,0,0
436,2.04,1,0,12,5.7,0,0
772,10.43,1,0,0,2.25,0,0
772,4.01,1,0,0,13.5,0,0
527,1.95,1,0,12,5.7,0,0
1381,4.72,2,0,0,9.75,0,0
300,2.17,1,0,12,13.2,0,0
3523,16.66,1,0,0,30.375,0,1
1244,4.75,1,0,42,26.325,0,1
193,1.26,2,0,82,10.25,0,0
1295,3.94,1,0,15,26.625,0,1
382,1.35,1,0,0,9.75,0,0
739,2.56,1,0,15,6.45,0,0
853,5.84,2,0,0,9.75,0,0
936,4.63,1,0,11,26.875,0,1
1100,3.09,1,0,0,6,0,0
1262,10.07,1,0,39,30.45,0,1
750,5.68,1,0,27,5.85,0,0
321,1.24,1,0,0,13.5,0,0
1729,7.63,2,0,65,22.45,0,1
79,0.63,1,0,0,6,0,0
395,2.09,2,0,17,33.7,0,1
855,2.98,1,0,17,5.95,0,0
703,3.81,1,0,0,26.625,0,1
1033,3.69,1,0,19,6.2,0,0
818,3.07,1,0,16,6.2,0,0
718,4.63,1,0,0,9.75,0,0
742,3.04,1,0,24,6.3,0,0
814,4.89,1,0,20,9.7,0,0
901,6.76,1,0,15,26.625,0,1
862,4.92,1,0,21,13.95,0,0
1029,3.32,1,0,0,6,0,0
349,1.17,1,0,10,6.2,0,0
217,0.87,1,0,0,6,0,0
384,1.42,1,0,14,6.175,0,0
902,1.87,4,0,0,9.75,0,0
535,2.33,4,0,12,5.85,0,0
2,2.9,1,0,0,6,0,0
1037,1.93,1,0,0,6,0,0
999,4.35,1,0,0,13.5,0,0
1271,9.77,1,0,37,26.45,0,1
2454,18.11,1,0,0,26.625,0,1
1084,4.06,1,0,25,26.45,0,1
532,2.78,2,0,18,13.875,0,0
1287,7.16,1,0,40,6.05,0,0
583,2.24,1,0,0,34.125,0,1
110,0.87,5,0,6,6.45,0,0
837,0.82,2,0,20,26.2,0,1
356,1.72,1,0,0,9.75,0,0
856,2.57,1,0,0,13.5,0,0
517,1.19,1,0,17,34.45,0,1
307,0.8,1,0,0,6,0,0
1273,11.91,1,0,41,26.875,0,1
1272,11.6,5,0,37,13.7,0,0
1043,3.06,1,0,0,6,0,0
252,4.22,1,0,0,6,0,0
193,0.51,1,0,0,13.5,0,0
854,3.43,2,0,17,5.95,0,0
774,3.56,1,0,17,5.95,0,0
145,0.8,1,0,13,13.55,0,0
525,1.13,1,0,0,6,0,0
229,0.8,1,0,0,6,0,0
385,2.56,1,0,12,5.7,0,0
408,1.51,1,0,11,5.95,0,0
443,2.16,1,0,0,13.5,0,0
540,2.64,1,0,0,6,0,0
165,0.66,1,0,9,6,0,0
507,3.46,1,0,0,26.625,0,1
1176,5.04,1,0,0,26.625,0,1
1518,11.91,1,0,56,34.375,0,1
705,3.91,1,0,25,27.05,0,1
718,2.83,2,0,15,6.45,0,0
4547,11.39,1,0,0,26.625,0,1
3048,28.81,2,0,89,55.15,0,0
1072,3.11,1,0,0,6,0,0
470,2,1,0,0,6,0,0
1291,5.09,1,0,15,6,0,0
1312,6.76,1,0,8,33.625,0,1
417,2.51,1,0,13,13.7,0,0
750,2.11,1,0,0,6,0,0
1151,4.39,1,0,26,26.875,0,1
349,1.42,1,0,0,6,0,0
593,2.06,1,0,0,13.5,0,0
262,0.9,2,0,8,13,0,0
324,0.37,1,0,11,5.875,0,0
132,0.56,1,0,0,13.5,0,0
826,4.49,5,0,20,5.95,0,0
920,3.51,1,0,31,34.175,0,1
3442,5.68,1,0,0,13.5,0,0
841,5.44,1,0,0,9.75,0,0
780,5.89,1,0,33,58.65,0,0
384,1.06,6,0,0,6,0,0
648,5.58,2,0,69,51,0,0
490,1.77,1,0,0,13.5,0,0
464,1.75,1,0,0,13.5,0,0
174,1.45,1,0,0,13.5,0,0
1472,18.81,1,0,0,6,0,0
1900,13.62,1,0,47,30.7,0,1
370,5.63,1,0,0,2.25,0,0
1133,3.86,1,0,0,2.25,0,0
1969,13.7,1,0,0,13.5,0,0
2976,8.87,1,0,0,26.625,0,1
1960,17.46,1,0,0,9.75,0,0
303,1.42,1,0,14,30.7,0,1
600,4.22,1,0,14,30.1,0,1
958,5.68,6,0,0,55.125,0,0
1020,0.34,1,0,0,9.75,0,0
284,0.27,1,0,0,13.5,0,0
346,2.17,2,0,0,13.5,0,0
1294,3.73,1,0,26,26.95,0,1
418,1.21,1,0,15,6.3,0,0
1360,6.24,1,0,31,26.45,0,1
640,2.62,1,0,0,6,0,0
473,2.09,1,0,0,13.5,0,0
643,2.61,1,0,0,6,0,0
414,2.54,1,0,15,33.825,0,1
1268,5.05,1,0,0,26.625,0,1
1884,6.6,1,0,35,26.875,0,1
2119,11.04,2,0,0,6,0,0
421,1.59,1,0,16,14,0,0
254,1.26,1,0,0,9.75,0,0
889,3.96,1,0,8,33.625,0,1
1291,12.39,1,0,72,0,0,0
1026,4.41,1,0,26,34.45,0,1
671,2.9,1,0,23,6.175,0,0
750,3.77,1,0,21,26.7,0,1
567,2.59,1,0,0,6,0,0
242,0.95,1,0,9,5.7,0,0
1921,13,2,0,47,26.95,0,1
2387,13.18,1,0,0,13.5,0,0
719,2.64,1,0,21,34.2,0,1
460,1.61,1,0,13,13.625,0,0
586,2.37,1,0,0,6,0,0
1770,23.82,1,0,0,0,0,0
271,1.14,1,0,0,9.75,0,0
779,4.63,1,0,0,34.125,0,1
754,2.09,1,0,22,6.05,0,0
1156,11.86,1,0,52,26.3,0,1
1096,7.56,1,0,0,30.375,0,1
541,2.77,1,0,18,6.375,0,0
778,4.6,1,0,23,26.95,0,1
845,5.07,2,0,0,26.625,0,1
1078,4.8,1,0,27,34.2,0,1
377,1.59,1,0,0,6,0,0
1080,4.55,1,0,0,13.5,0,0
192,0.68,5,0,9,6,0,0
114,0.64,1,0,8,5.875,0,0
1271,4.33,1,0,29,34.45,0,1
323,1.67,2,0,10,6.2,0,0
547,2.93,1,0,0,13.5,0,0
1192,4.51,1,0,26,26.875,0,1
491,2.45,1,0,0,6,0,0
740,3.06,1,0,25,26.75,0,1
243,1.37,1,0,0,6,0,0
612,3.06,1,0,15,6,0,0
264,1.88,1,0,0,2.25,0,0
272,1.79,1,0,0,9.75,0,0
423,2.61,1,0,0,6,0,0
921,5.23,1,0,0,6,0,0
571,0.98,1,0,12,5.85,0,0
274,1.14,3,0,0,6,0,0
404,2.14,1,0,12,9.45,0,0
319,1.21,1,0,0,6,0,0
1595,13.28,1,0,0,83.25,0,1
1657,21.6,1,0,105,112.95,0,0
1899,8.22,1,0,0,6,0,0
1431,16.22,5,0,75,2.7,0,0
440,4.06,1,0,28,26.825,0,1
253,1.14,1,0,0,9.75,0,0
348,2.43,5,0,13,9.5,0,0
534,2.2,6,0,0,6,0,0
823,3.86,1,0,23,5.875,0,0
493,2.82,5,0,14,29.95,0,1
429,2.24,2,0,12,5.7,0,0
2212,16.4,1,0,54,10.2,0,0
260,1.17,1,0,0,6,0,0
1221,4.88,1,0,0,6,0,0
331,1.3,1,0,14,13.15,0,0
765,3.8,1,0,23,34.45,0,1
419,1.98,1,0,0,13.5,0,0
1750,9.5,1,0,51,30.75,0,1
1833,6.12,1,0,0,13.5,0,0
722,2.54,2,0,18,26.7,0,1
1416,3.49,1,0,32,13,0,0
779,5.28,1,0,0,55.125,0,0
672,2.09,2,0,15,13.5,0,0
415,2.62,1,0,6,6.225,0,0
511,2.85,1,0,19,33.95,0,1
596,2.59,1,0,0,13.5,0,0
450,2.41,1,0,12,6.375,0,0
660,1.85,6,0,19,26.45,0,1
1021,3.83,1,0,19,20.825,0,0
1502,20.31,1,0,0,2.25,0,0
1632,9.72,1,0,39,9.45,0,0
672,3.17,1,0,0,6,0,0
306,1.19,1,0,0,6,0,0
1329,6.61,2,0,0,13.5,0,0
608,2.74,1,0,20,34.45,0,1
2421,10.77,1,0,0,59.625,0,1
2035,12.54,1,0,0,26.625,0,1
450,1.5,1,0,12,9.45,0,0
452,1.93,4,0,0,13.5,0,0
757,2,1,0,15,6.45,0,0
573,3.27,1,0,0,9.75,0,0
382,1.51,1,0,0,13.5,0,0
994,4.51,1,0,43,75.875,0,1
275,2.12,1,0,10,6.2,0,0
174,0.76,1,0,15,6,0,0
472,2.74,1,0,30,6,0,0
3495,9.82,1,0,45,26.625,0,1
681,2.12,1,0,0,6,0,0
1052,7.19,4,0,30,34.125,0,1
769,2.25,2,0,18,6.375,0,0
1434,6.78,1,0,0,26.625,0,1
792,11.75,1,0,0,55.125,0,0
808,3.54,1,0,0,6,0,0
396,0.61,1,0,0,13.5,0,0
1034,4.15,1,0,27,13.35,0,0
508,2.75,1,0,21,13.425,0,0
906,5.52,1,0,24,13.2,0,0
464,4.01,1,0,20,10,0,0
876,3.19,1,0,0,6,0,0
613,2.19,2,0,0,6,0,0
1239,3.94,1,0,0,6,0,0
485,2.7,1,0,0,6,0,0
914,7.72,2,0,32,29.95,0,1
1569,4.14,1,0,0,9.75,0,0
223,0.87,1,0,8,5.95,0,0
1627,13.89,2,0,0,6,0,0
783,2.35,2,0,16,6.2,0,0
1406,13.33,1,0,0,26.625,0,1
580,4.72,1,0,15,26.625,0,1
1552,9.17,1,0,30,26.625,0,1
279,0.95,6,0,0,13.5,0,0
974,5.95,1,0,0,9.75,0,0
208,1.26,1,0,15,13.5,0,0
1000,4.8,1,0,0,30.375,0,1
252,1.05,1,0,25,13.25,0,0
69,0.42,1,0,0,2.25,0,0
654,2.41,1,0,0,6,0,0
688,4.81,1,0,23,29.95,0,1
2301,11.67,1,0,15,34.125,0,1
615,2.83,1,0,16,13.7,0,0
105,0.47,1,0,60,6,0,0
1016,3.57,1,0,0,6,0,0
375,2.09,1,0,16,6.125,0,0
326,1.01,1,0,9,10.2,0,0
183,1.01,1,0,0,6,0,0
569,2.8,2,0,0,9.75,0,0
150,1.05,2,0,0,6,0,0
752,1.59,1,0,24,26.175,0,1
810,3.14,1,0,0,6,0,0
1612,6.32,1,0,0,13.5,0,0
151,0.98,1,0,0,9.75,0,0
372,3.3,1,0,15,30.375,0,1
3242,16.19,1,0,0,6,0,0
1487,10.98,1,0,40,24.95,0,1
1366,13.04,1,0,15,34.125,0,1
1098,6.26,1,0,0,26.625,0,1
918,8.74,1,0,38,26.2,0,1
592,2.83,1,0,0,6,0,0
256,1.9,1,0,14,26.95,0,1
664,6,1,0,0,13.5,0,0
618,5.68,1,0,27,13.35,0,0
425,1.35,1,0,0,6,0,0
1220,4.6,1,0,0,6,0,0
318,1.88,1,0,0,6,0,0
2423,7.89,0,0,0,26.625,0,1
1459,7.24,1,0,29,5.875,0,0
302,1.21,1,0,15,10.05,0,0
1145,8.79,1,0,35,26.2,0,1
310,2.25,1,0,9,13.5,0,0
191,1.11,1,0,0,13.5,0,0
634,3.14,1,0,0,9.75,0,0
933,4.04,5,0,21,5.7,0,0
923,3.32,1,0,0,13.5,0,0
1119,4.63,6,0,32,26.575,0,1
336,2.41,1,0,0,6,0,0
907,3.06,1,0,0,6,0,0
887,1.45,1,0,0,6,0,0
523,1.8,1,0,0,6,0,0
563,1.82,1,0,12,6.45,0,0
887,2.7,1,0,15,6,0,0
665,3.41,6,0,24,27.075,0,1
1174,3.7,1,0,15,26.625,0,1
188,0.93,1,0,0,6,0,0
693,2.67,1,0,0,6,0,0
1127,5.36,1,0,0,6,0,0
511,2.11,1,0,12,6.45,0,0
851,2.25,1,0,15,6,0,0
88,0.76,1,0,7,9.95,0,0
471,3.48,1,0,28,30.575,0,1
864,5.33,1,0,0,6,0,0
254,1.19,1,0,13,26.45,0,1
1323,10.78,1,0,36,5.7,0,0
510,2.85,1,0,14,5.95,0,0
987,5.79,1,0,0,6,0,0
342,1.38,1,0,0,13.5,0,0
859,3.33,1,0,0,6,0,0
767,4.18,1,0,0,26.625,0,1
839,3.67,1,0,8,5.5,0,0
920,7.56,1,0,22,34.625,0,1
213,1.34,1,0,0,26.625,0,1
322,2.41,1,0,0,6,0,0
506,2.2,1,0,19,5.675,0,0
1777,4.99,1,0,52,26.375,0,1
338,1.32,1,0,8,5.5,0,0
518,2.27,1,0,16,6.5,0,0
416,2.2,1,0,14,5.65,0,0
764,3.83,1,0,0,6,0,0
1260,3.59,1,0,32,5.5,0,0
855,3.41,3,0,22,27.125,0,1
467,2.2,1,0,30,26.625,0,1
723,2.78,3,0,0,2.25,0,0
1723,10.09,1,0,38,5.95,0,0
396,1.67,1,0,14,5.65,0,0
1682,5.97,1,0,34,26.45,0,1
650,2.9,1,0,15,6.45,0,0
3074,14.16,1,0,63,26.625,0,1
1418,7.21,1,0,40,27.05,0,1
1175,4.84,1,0,22,27.125,0,1
1214,5.49,1,0,22,14,0,0
604,1.67,1,0,0,13.5,0,0
465,2.3,1,0,0,26.625,0,1
2175,5.95,1,0,0,6,0,0
22,0.05,1,0,0,6,0,0
1192,2.25,1,0,0,6,0,0
446,2.09,1,0,0,6,0,0
745,3.2,1,0,16,9.95,0,0
370,2.01,1,0,11,9.7,0,0
824,10.67,1,0,43,54.65,0,0
1100,12.6,1,0,22,30.875,0,1
1622,17.22,1,0,0,55.125,0,0
416,1.74,1,0,0,6,0,0
344,1.35,2,0,0,6,0,0
310,0.8,2,0,15,34.125,0,1
735,4.36,1,0,18,5.7,0,0
1041,5.47,2,0,23,5.95,0,0
925,4.51,1,0,21,10.2,0,0
336,1.21,1,0,14,26.2,0,1
447,2.01,1,0,0,6,0,0
702,1.45,2,0,0,6,0,0
1502,5.57,1,0,34,6.35,0,0
1198,5.42,1,0,36,5.55,0,0
2739,23.93,1,0,0,51.375,0,0
773,3.91,1,0,22,26.45,0,1
842,3.89,1,0,22,26.45,0,1
352,1.54,2,0,0,6,0,0
243,1.06,1,0,0,9.75,0,0
1297,6.18,1,0,25,6.2,0,0
555,0.77,1,0,20,13.3,0,0
1553,10.4,1,0,22,27.125,0,1
593,2.53,1,0,19,30.125,0,1
1218,11.65,1,0,45,5.625,0,0
903,3.54,2,0,22,27.125,0,1
1205,8.93,1,0,35,26.95,0,1
93,0.16,1,0,0,6,0,0
548,6.31,1,0,21,6.45,0,0
2149,14.63,2,0,80,22.45,0,1
1153,6.16,1,0,0,26.625,0,1
439,3.38,1,0,0,6,0,0
2940,29.29,1,0,84,5.625,0,0
664,4.86,1,0,15,30.375,0,1
760,3.06,1,0,16,6.125,0,0
523,1.93,1,0,0,6,0,0
569,4.14,1,0,9,30.375,0,1
100,0.23,2,0,0,6,0,0
886,3.62,1,0,23,26.2,0,1
341,2.09,1,0,38,5.5,0,0
297,1.92,1,0,19,30.2,0,1
359,1.29,1,0,0,6,0,0
558,2.51,1,0,0,6,0,0
1732,11.75,1,0,0,2.25,0,0
1406,6.04,1,0,39,27.075,0,1
527,2.57,2,0,75,26.625,0,1
1674,10.32,3,0,0,13.5,0,0
1057,6.28,1,0,0,30.375,0,1
923,4.38,1,0,38,5.5,0,0
999,2.27,2,0,34,26.525,0,1
374,1.56,1,0,16,33.95,0,1
495,1.35,1,0,12,5.7,0,0
328,1.61,1,0,11,13.45,0,0
594,5.79,1,0,30,5.625,0,0
1878,22.05,1,0,0,55.125,0,0
288,1.61,2,0,10,9.95,0,0
434,1.09,1,0,10,6.2,0,0
1105,12.87,1,0,0,9.75,0,0
876,4.94,1,0,38,5.5,0,0
1765,10.75,1,0,44,26.2,0,1
502,2.3,1,0,14,13.45,0,0
1292,11.86,5,0,0,58.875,0,0
1394,7.4,2,0,30,9.375,0,0
8715,20.91,1,0,0,6,0,0
69,0.32,6,0,0,6,0,0
305,0.98,1,0,0,13.5,0,0
733,2.46,1,0,8,5.725,0,0
786,3.38,1,0,17,5.95,0,0
784,2.98,1,0,0,6,0,0
922,2.96,1,0,0,13.5,0,0
1146,8.85,1,0,0,26.625,0,1
710,2.24,1,0,14,26.5,0,1
656,4.84,2,0,16,26.975,0,1
6,0.02,1,0,0,6,0,0
86,0.29,1,0,0,6,0,0
228,0.97,1,0,9,10.125,0,0
1116,8.37,1,0,42,9.75,0,0
854,2.25,1,0,0,6,0,0
644,2.33,1,0,0,26.625,0,1
931,1.93,1,0,15,6,0,0
737,6.12,1,0,21,10.2,0,0
1446,6.39,1,0,31,26.45,0,1
410,2.32,1,0,0,13.5,0,0
2189,22.32,1,0,0,30.375,0,1
925,4.83,1,0,25,26.375,0,1
843,3.64,1,0,0,13.5,0,0
1560,22.85,2,0,0,0,0,0
223,1.26,1,0,15,6,0,0
729,3.67,1,0,15,13.5,0,0
745,3.43,1,0,22,6.5,0,0
186,1.29,2,0,8,26.125,0,1
1096,5.57,1,0,0,6,0,0
411,1.64,1,0,0,6,0,0
494,5.79,1,0,0,6,0,0
1390,7.27,1,0,0,6,0,0
319,3.81,1,0,19,30.2,0,1
1338,9.87,1,0,38,26.2,0,1
828,2.61,1,0,0,6,0,0
436,2.35,1,0,0,13.5,0,0
396,1.51,1,0,19,13.175,0,0
729,2.19,5,0,0,13.5,0,0
1025,15.13,2,0,0,2.25,0,0
615,4.02,1,0,0,26.625,0,1
1267,7.44,1,0,0,2.25,0,0
226,1.13,1,0,0,6,0,0
5199,5.7,1,0,0,6,0,0
11,0.13,1,0,0,9.75,0,0
899,3.3,1,0,0,6,0,0
303,1.08,1,0,14,6.175,0,0
1450,8.21,1,0,0,26.625,0,1
489,4.51,1,0,15,55.125,0,0
636,1.64,1,0,112,6.5,0,0
343,2.17,1,0,0,9.75,0,0
641,3.35,4,0,0,34.125,0,1
358,1.3,1,0,0,6,0,0
1209,4.22,1,0,4,26.6,0,1
1619,7,1,0,0,9.75,0,0
278,1.11,1,0,0,6,0,0
888,3.91,1,0,23,26.95,0,1
1739,3.38,2,0,32,26.125,0,1
303,1.63,1,0,9,6.45,0,0
877,4.41,1,0,25,33.875,0,1
1133,2.46,1,0,26,5.875,0,0
968,6.05,1,0,28,26.45,0,1
616,3.09,1,0,15,5.7,0,0
397,2.14,1,0,0,6,0,0
1153,4.92,1,0,24,6.45,0,0
2636,13.42,1,0,42,26.325,0,1
1747,13.33,1,0,0,6,0,0
477,1.93,2,0,0,6,0,0
625,6.1,5,0,0,6,0,0
758,2.41,1,0,0,6,0,0
32,0.21,1,0,0,6,0,0
1212,17.8,1,0,36,9.75,0,0
1057,3.11,1,0,0,6,0,0
1181,8.21,1,0,0,34.125,0,1
711,2.59,1,0,17,13.45,0,0
492,2,1,0,0,13.5,0,0
404,5.68,1,0,22,2.75,0,0
759,2.43,1,0,17,9.7,0,0
731,3.86,2,0,18,13.2,0,0
844,3.7,1,0,20,13.45,0,0
661,9.12,1,0,28,9.95,0,0
52332,3.15,2,0,10,26.825,0,1
492,3.62,1,0,0,9.75,0,0
3996,14.9,2,0,0,6,0,0
654,3.4,6,0,20,6.25,0,0
2693,14.34,2,0,58,26.9,0,1
1357,19.44,1,0,0,9.75,0,0
1267,13.1,1,0,26,26.875,0,1
353,0.84,1,0,0,13.5,0,0
664,2.53,1,0,0,6,0,0
2370,8.34,2,0,0,6,0,0
722,3.06,1,0,0,6,0,0
1210,9.91,1,0,0,13.5,0,0
487,2.77,1,0,14,9.7,0,0
1009,8.48,1,0,0,26.625,0,1
592,3.17,1,0,38,13,0,0
1573,11.76,1,0,44,30.7,0,1
789,3.12,1,0,0,6,0,0
2501,14.9,1,0,0,26.625,0,1
251,2.35,3,0,14,26.95,0,1
239,1.27,6,0,9,9.45,0,0
856,10.46,1,0,32,9.625,0,0
85752,4.76,1,0,17,30.325,0,1
558,1.61,1,0,0,6,0,0
493,1.61,2,0,0,13.5,0,0
565,3.01,1,0,0,6,0,0
568,2.3,1,0,0,9.75,0,0
1164,3.72,2,0,0,13.5,0,0
640,1.77,0,0,0,9.75,0,0
562,2.08,2,0,8,5.5,0,0
1071,7.74,5,0,32,29.95,0,1
1348,6.34,1,0,30,26.7,0,1
512,2.61,1,0,17,10.15,0,0
663,3.73,1,0,17,9.7,0,0
411,1.93,1,0,0,6,0,0
1023,10.38,2,0,0,9.75,0,0
979,8.05,1,0,28,6.125,0,0
642,2.8,1,0,0,13.5,0,0
1452,5.76,1,0,0,6,0,0
243,1.19,1,0,12,5.925,0,0
945,3.22,1,0,1,13.175,0,0
566,1,1,0,0,6,0,0
684,8.53,1,0,0,9.75,0,0
975,5.31,1,0,0,6,0,0
1579,6.55,1,0,0,6,0,0
3042,32.32,1,0,0,58.875,0,0
1172,5.15,1,0,0,9.75,0,0
941,2.57,3,0,0,6,0,0
2574,12.07,1,0,38,33.625,0,1
386,1.59,1,0,0,6,0,0
1497,2.3,1,0,26,13.45,0,0
886,3.96,1,0,8,26.125,0,1
618,3.23,1,0,0,6,0,0
738,5.29,1,0,24,26.7,0,1
1230,3.54,1,0,0,6,0,0
891,9.56,1,0,0,26.625,0,1
759,5.7,1,0,0,6,0,0
572,2.98,1,0,0,6,0,0
1579,9.32,1,0,0,2.25,0,0
3,0.13,1,0,12,2.7,0,0
385,1.32,1,0,0,6,0,0
323,2.08,1,0,21,33.825,0,1
282,1.16,1,0,9,5.7,0,0
989,2.93,6,0,0,6,0,0
356,1.22,1,0,0,6,0,0
1415,4.67,1,0,0,13.5,0,0
940,2.85,1,0,0,6,0,0
294,1.21,2,0,0,13.5,0,0
338,1.74,1,0,16,10.175,0,0
1062,3.41,1,0,22,27.125,0,1
526,2.2,1,0,0,6,0,0
955,12.94,1,0,41,34.45,0,1
1231,5.26,1,0,29,26.95,0,1
868,3.7,1,0,0,0,0,0
978,5.26,1,0,0,9.75,0,0
962,4.31,1,0,15,9.75,0,0
433,1.92,1,0,12,9.45,0,0
228,0.84,1,0,8,5.95,0,0
1312,20.15,1,0,0,55.125,0,0
912,2.38,1,0,18,13.95,0,0
2461,13.63,1,0,0,36,0,0
1422,4.86,1,0,14,13,0,0
1071,3.54,3,0,22,33.875,0,1
918,4.73,1,0,25,26.45,0,1
298,1.48,1,0,13,9.5,0,0
449,3.98,1,0,0,9.75,0,0
725,3.81,1,0,0,6,0,0
48,0.06,1,0,0,2.25,0,0
468,1.77,1,0,0,6,0,0
850,6.18,1,0,24,13.95,0,0
400,2.24,1,0,15,2.7,0,0
1224,4.86,1,0,15,9.45,0,0
281,1.71,1,0,0,6,0,0
878,5.21,1,0,21,5.7,0,0
281,4.7,1,0,0,6,0,0
1889,23.61,1,0,0,6,0,0
1356,7.24,2,0,33,30.375,0,1
337,0.84,1,0,0,13.5,0,0
754,4.83,1,0,19,6.125,0,0
572,2.7,1,0,18,10.125,0,0
1622,5.5,1,0,6,6,0,0
767,2.45,2,0,25,13.925,0,0
664,4.14,1,0,26,26.95,0,1
2367,30.95,1,0,89,55.15,0,0
1844,4.83,1,0,0,2.25,0,0
1044,3.75,1,0,25,5.9,0,0
491,2.11,1,0,0,9.75,0,0
736,3.83,1,0,0,9.75,0,0
422,3.83,1,0,0,26.625,0,1
725,2.66,1,0,0,6,0,0
1424,12.65,1,0,0,26.625,0,1
1193,5.47,1,0,0,9.75,0,0
242,0.95,5,0,8,5.95,0,0
693,2.77,1,0,15,6.45,0,0
630,4.65,1,0,29,9.55,0,0
366,2.98,1,0,0,6,0,0
1815,7.77,5,0,38,26.95,0,1
1311,12.15,1,0,57,55.05,0,0
175,0.71,1,0,7,6.2,0,0
841,5.31,1,0,24,26.7,0,1
1675,7.56,1,0,39,34.2,0,1
664,3.65,6,0,20,26.95,0,1
593,2.27,1,0,13,6.2,0,0
340,1.48,1,0,13,5.75,0,0
248,1.93,2,0,0,6,0,0
740,4.81,2,0,0,2.4,0,0
1511,8.3,2,0,37,26.45,0,1
254,1.21,1,0,0,6,0,0
752,1.32,1,0,14,5.95,0,0
43,0.02,2,0,0,6,0,0
436,2.3,1,0,12,10.2,0,0
1008,4.18,1,0,0,6,0,0
402,2.09,1,0,11,10,0,0
2542,30.92,1,0,111,55.425,0,0
492,2.91,1,0,0,6,0,0
148,0.16,1,0,0,6,0,0
777,3.83,1,0,0,9.75,0,0
501,2.46,1,0,18,34.2,0,1
15,0.32,1,0,8,1.75,0,0
736,1.93,1,0,0,6,0,0
539,3.54,5,0,15,5.7,0,0
1154,6.47,1,0,30,2.7,0,0
760,2.46,1,0,11,13.75,0,0
3643,29.85,1,0,0,79.5,0,1
467,1.45,1,0,13,13.7,0,0
354,2.46,1,0,21,33.825,0,1
666,1.66,1,0,0,13.5,0,0
1475,15.21,1,0,50,29.95,0,1
840,3.43,1,0,0,26.625,0,1
3602,15.88,1,0,0,6,0,0
370,0.9,1,0,0,13.5,0,0
660,4.51,1,0,0,9.75,0,0
403,2.4,1,0,14,5.5,0,0
1656,6.92,2,0,0,6,0,0
